http://dbpedia.org/resource/AnadoluJet,AnadoluJet,TK,AJA,ANADOLUJET
http://dbpedia.org/resource/Angel_Air,Angel Airlines,8,NGE,ANGEL AIR
http://dbpedia.org/resource/Anikay_Air,Anikay Air,-,AKF,ANIKAY
http://dbpedia.org/resource/Antrak_Air,Antrak Air,O4,ABV,ANTRAK
http://dbpedia.org/resource/Apatas_Air,Apatas Air,-,LYT,APATAS
http://dbpedia.org/resource/Arab_Wings,Air Arabia Jordan,-,AWS,ARAB WINGS
http://dbpedia.org/resource/Arrow_Air,Arrow Air,JW,APW,BIG A
http://dbpedia.org/resource/Astraeus_Airlines,Astraeus,5.0,AEU,FLYSTAR
http://dbpedia.org/resource/Astral_Aviation,Astral Aviation,8.0,ACP,ASTRAL CARGO
http://dbpedia.org/resource/Atlantic_Airlines_de_Honduras,Atlantic Airlines de Honduras,ZF,HHA,ATLANTIC HONDURAS
http://dbpedia.org/resource/Atlantis_Airlines,Atlantis Airlines,9.0,ALS,ATLANTIS LINES
http://dbpedia.org/resource/Australian_air_Express,Australian air Express,XM,XME,Qantas
http://dbpedia.org/resource/Austrojet,Austrojet,-,AUJ,AUSTROJET
http://dbpedia.org/resource/Avanti_Air,Avanti Air,-,ATV,AVANTI AIR
http://dbpedia.org/resource/Aviaenergo,Aviaenergo,7,ERG,AVIAENERGO
http://dbpedia.org/resource/Avianova_(Italy),Avianova,RD,NOV,AVIANOVA
